quarter,feature,mean_abs_shap
2014Q1,srv0130__L1,0.30214
2014Q1,con0453__L0,0.10507
2014Q1,trd0490__L1,0.42048
2014Q1,srv0158__L1,1.17581
2014Q1,srv0281__L0,0.2082
2014Q1,con0446__L2,1.35017
2014Q1,srv0210__L1,0.02634
2014Q1,srv0195__L2,0.59761
2014Q1,glb0560__L2,0.20005
2014Q1,srv0068__L1,0.11827
2014Q1,ord0340__L0,0.17553
2014Q1,ord0362__L2,0.25899
2014Q1,trd0472__L0,0.38657
2014Q1,srv0202__L2,1.32743
2014Q1,srv0049__L2,0.33019
2014Q1,srv0082__L2,0.17172
2014Q1,srv0176__L0,0.20176
2014Q1,srv0198__L2,0.39327
2014Q1,srv0304__L1,0.01528
2014Q1,srv0104__L2,0.82817
2014Q1,srv0252__L1,0.02581
2014Q1,srv0015__L0,0.54024
2014Q1,trn0376__L0,1.79492
2014Q1,trn0393__L0,0.13623
2014Q1,trd0464__L1,0.47301
2014Q1,srv0305__L1,0.14885
2014Q1,srv0092__L2,0.26341
2014Q1,srv0044__L1,0.40395
2014Q1,srv0017__L2,0.74619
2014Q1,srv0059__L0,0.63651
2014Q1,srv0316__L1,0.94527
2014Q1,srv0154__L1,1.2329
2014Q1,trd0479__L1,0.7506
2014Q1,srv0108__L0,0.84657
2014Q1,srv0295__L0,0.06188
2014Q1,srv0143__L1,0.14048
2014Q1,srv0337__L0,3.66496
2014Q1,srv0133__L1,1.67197
2014Q1,prd0426__L1,0.14158
2014Q1,srv0112__L0,0.43557
2014Q1,msc0568__L1,0.36372
2014Q1,glb0557__L2,0.03107
2014Q1,srv0122__L0,0.1384
2014Q1,ord0347__L1,0.53719
2014Q1,cmd0517__L1,1.18223
2014Q1,srv0204__L0,0.06938
2014Q2,msc0585__L2,0.73675
2014Q2,glb0557__L2,1.2888
2014Q2,srv0082__L2,0.01984
2014Q2,prd0443__L2,0.28873
2014Q2,srv0138__L1,0.89365
2014Q2,srv0131__L2,0.21615
2014Q2,ord0347__L0,1.20005
2014Q2,cmd0528__L0,0.07269
2014Q2,cmd0521__L2,0.0529
2014Q2,srv0176__L0,0.40077
2014Q2,srv0186__L1,1.22743
2014Q2,srv0322__L2,0.04611
2014Q2,prd0431__L2,0.44743
2014Q2,srv0117__L2,0.92263
2014Q2,srv0044__L0,0.49884
2014Q2,msc0582__L2,0.05016
2014Q2,srv0054__L1,0.4198
2014Q2,srv0156__L1,0.08915
2014Q2,srv0108__L2,0.39227
2014Q2,srv0154__L2,0.48771
2014Q2,srv0068__L1,0.2024
2014Q2,srv0046__L2,0.35802
2014Q2,srv0248__L2,0.13414
2014Q2,msc0574__L0,0.17801
2014Q2,srv0198__L1,0.09567
2014Q2,srv0133__L0,0.13445
2014Q2,srv0028__L0,0.22437
2014Q2,cmd0515__L0,1.00676
2014Q2,srv0160__L0,0.04714
2014Q2,srv0189__L2,0.45632
2014Q2,trd0472__L1,0.02253
2014Q2,msc0579__L2,1.10394
2014Q2,trn0379__L0,0.34065
2014Q2,srv0113__L1,0.99513
2014Q2,srv0320__L2,1.00092
2014Q2,prd0438__L0,0.85036
2014Q2,srv0135__L1,0.68448
2014Q2,srv0049__L0,0.35802
2014Q2,ord0353__L2,0.33745
2014Q2,trd0479__L0,0.56373
2014Q2,trd0471__L1,0.10964
2014Q2,srv0319__L2,1.22945
2014Q2,ord0356__L2,0.0522
2014Q2,srv0204__L1,0.57337
2014Q2,prd0419__L1,0.02459
2014Q2,con0446__L2,0.37211
2014Q2,prd0413__L1,0.16263
2014Q2,srv0092__L1,0.16662
2014Q2,srv0125__L0,0.41989
2014Q2,prd0433__L1,0.13079
2014Q2,ord0366__L2,1.12256
2014Q2,srv0062__L2,0.11924
2014Q2,msc0568__L1,1.14605
2014Q2,srv0202__L2,0.49832
2014Q2,srv0305__L0,0.33049
2014Q2,trd0476__L1,0.7411
2014Q2,prd0426__L0,0.41459
2014Q2,srv0281__L1,0.51042
2014Q2,trn0385__L2,0.21361
2014Q2,srv0011__L2,0.14822
2014Q3,srv0046__L2,0.33384
2014Q3,prd0433__L1,0.15656
2014Q3,srv0204__L2,0.30735
2014Q3,trd0472__L2,0.68395
2014Q3,srv0028__L0,0.78433
2014Q3,msc0574__L0,0.94588
2014Q3,srv0198__L2,0.02147
2014Q3,cmd0515__L2,0.55158
2014Q3,srv0038__L1,0.85899
2014Q3,srv0210__L2,0.24065
2014Q3,srv0112__L2,0.00178
2014Q3,cmd0522__L0,0.53663
2014Q3,srv0162__L2,1.09702
2014Q3,srv0248__L0,0.32211
2014Q3,prd0435__L0,0.58448
2014Q3,trd0489__L1,0.01065
2014Q3,srv0131__L2,0.4443
2014Q3,srv0054__L1,0.08963
2014Q3,srv0104__L0,0.04425
2014Q3,srv0102__L0,0.42697
2014Q3,trn0379__L0,0.17557
2014Q3,srv0292__L0,0.32325
2014Q3,msc0579__L0,0.11003
2014Q3,trn0393__L2,1.20744
2014Q3,glb0560__L0,0.9449
2014Q3,srv0049__L2,0.50842
2014Q3,srv0108__L1,2.78424
2014Q3,srv0295__L0,0.22655
2014Q3,srv0187__L1,3.14434
2014Q3,srv0143__L0,0.14993
2014Q3,srv0335__L0,0.72402
2014Q3,msc0582__L1,0.84233
2014Q3,trd0478__L2,0.24179
2014Q3,prd0443__L2,1.45067
2014Q3,srv0029__L2,0.30256
2014Q3,srv0074__L0,0.30512
2014Q3,trn0385__L0,1.25119
2014Q3,trd0467__L0,0.10532
2014Q3,srv0125__L1,0.48209
2014Q3,prd0426__L1,0.10583
2014Q3,srv0158__L2,0.06043
2014Q3,fin0534__L1,0.35735
2014Q3,srv0117__L0,0.3517
2014Q3,srv0195__L2,0.55872
2014Q3,ord0362__L1,0.79521
2014Q3,trd0479__L2,0.26264
2014Q3,srv0252__L0,0.40208
2014Q3,srv0337__L2,1.81156
2014Q3,srv0207__L0,1.08399
2014Q3,srv0059__L2,0.28879
2014Q3,ord0356__L2,0.25882
2014Q3,srv0103__L0,0.16469
2014Q3,srv0305__L1,0.87017
2014Q3,srv0236__L0,0.00487
2014Q3,ord0347__L2,0.06344
2014Q3,trd0471__L2,0.83686
2014Q3,srv0132__L2,0.47481
2014Q3,prd0438__L0,0.19999
2014Q3,srv0322__L1,0.28065
2014Q3,srv0127__L2,0.40585
2014Q4,srv0108__L1,0.33207
2014Q4,glb0557__L1,1.95117
2014Q4,srv0062__L1,0.15275
2014Q4,srv0044__L1,0.12279
2014Q4,srv0332__L2,0.07542
2014Q4,srv0335__L0,0.25695
2014Q4,srv0143__L2,1.65166
2014Q4,srv0337__L1,0.39143
2014Q4,srv0125__L0,0.70207
2014Q4,cmd0528__L0,0.70625
2014Q4,cmd0521__L0,0.21507
2014Q4,srv0103__L1,0.37182
2014Q4,srv0041__L2,0.2368
2014Q4,srv0195__L2,1.81244
2014Q4,srv0198__L1,1.09193
2014Q4,srv0212__L2,0.18381
2014Q4,srv0017__L0,0.80804
2014Q4,srv0160__L0,0.22966
2014Q4,srv0068__L1,0.26013
2014Q4,srv0082__L0,0.06229
2014Q4,trd0467__L1,0.80766
2014Q4,srv0074__L1,0.45481
2014Q4,srv0092__L2,0.44124
2014Q4,srv0202__L1,0.2637
2014Q4,srv0171__L1,0.72299
2014Q4,srv0046__L2,1.0444
2014Q4,ord0356__L1,0.71801
2014Q4,msc0568__L2,0.25873
2014Q4,msc0582__L1,0.36053
2014Q4,trd0476__L2,0.49956
2014Q4,trd0490__L1,2.13174
2014Q4,srv0292__L2,0.81426
2014Q4,trd0483__L1,1.92531
2014Q4,srv0049__L2,0.16464
2014Q4,srv0029__L0,0.67062
2014Q4,srv0248__L2,0.00888
2014Q4,srv0322__L0,0.07626
2014Q4,srv0158__L2,0.51167
2014Q4,srv0080__L0,0.05753
2014Q4,srv0122__L0,0.22395
2014Q4,trd0479__L1,0.29475
2014Q4,cmd0515__L0,0.82354
2014Q4,srv0320__L0,0.77109
2014Q4,srv0162__L0,1.30227
2014Q4,fin0534__L0,0.40649
2014Q4,srv0081__L0,0.88376
2014Q4,prd0419__L2,0.38536
2014Q4,srv0281__L1,1.4736
2014Q4,srv0304__L1,0.76718
2014Q4,srv0186__L1,0.26447
2014Q4,srv0131__L2,0.24446
2014Q4,trn0385__L0,0.27524
2014Q4,ord0353__L0,0.6945
2014Q4,trn0393__L2,0.09765
2014Q4,ord0362__L0,1.34059
2014Q4,ord0347__L2,0.42048
2014Q4,trd0464__L0,2.3359
2014Q4,srv0316__L0,0.21412
2014Q4,srv0252__L1,0.53495
2014Q4,srv0058__L2,1.07861
2015Q1,con0453__L1,0.86836
2015Q1,srv0080__L2,0.83461
2015Q1,prd0413__L2,1.35397
2015Q1,trd0490__L1,0.73547
2015Q1,srv0103__L0,0.0434
2015Q1,srv0162__L1,0.64638
2015Q1,srv0212__L1,0.37393
2015Q1,srv0324__L2,0.15877
2015Q1,srv0059__L0,0.7554
2015Q1,srv0130__L1,0.54585
2015Q1,trd0479__L2,0.02993
2015Q1,cmd0521__L1,0.07459
2015Q1,srv0198__L2,0.31719
2015Q1,srv0038__L1,0.20979
2015Q1,ord0347__L2,0.02847
2015Q1,srv0320__L1,0.2642
2015Q1,msc0583__L0,0.54341
2015Q1,srv0108__L0,0.03483
2015Q1,srv0160__L1,0.57787
2015Q1,srv0154__L0,0.23072
2015Q1,srv0049__L2,0.1671
2015Q1,srv0304__L0,0.87344
2015Q1,srv0029__L2,0.17566
2015Q1,prd0408__L0,0.16352
2015Q1,srv0337__L2,0.52328
2015Q1,srv0195__L0,0.63347
2015Q1,ord0356__L2,0.02568
2015Q1,srv0062__L1,0.07497
2015Q1,prd0431__L0,0.0642
2015Q1,trd0471__L2,0.18635
2015Q1,srv0171__L2,0.35612
2015Q1,srv0068__L1,0.1971
2015Q1,srv0189__L2,0.21479
2015Q1,srv0092__L1,0.84042
2015Q1,srv0104__L2,0.78245
2015Q1,srv0202__L0,0.93059
2015Q1,fin0534__L1,0.62972
2015Q1,trn0385__L0,0.45033
2015Q1,srv0017__L1,0.52675
2015Q1,msc0585__L0,0.74962
2015Q1,trd0476__L0,0.7358
2015Q1,srv0112__L1,0.24566
2015Q1,srv0207__L0,0.34849
2015Q1,cmd0528__L0,0.07008
2015Q1,ord0353__L0,0.27125
2015Q1,trn0379__L0,0.47564
2015Q1,srv0041__L1,0.12291
2015Q1,srv0316__L0,0.06116
2015Q1,srv0292__L1,0.12958
2015Q1,srv0082__L2,0.50343
2015Q1,srv0319__L1,0.22285
2015Q1,srv0133__L1,1.68943
2015Q1,srv0281__L0,0.14229
2015Q1,srv0295__L0,1.06675
2015Q1,trd0467__L1,0.39547
2015Q1,prc0511__L2,0.11695
2015Q1,srv0122__L1,0.69012
2015Q1,prd0433__L2,0.10059
2015Q1,msc0579__L2,0.46853
2015Q1,trd0489__L2,0.28838
2015Q2,srv0281__L1,0.58835
2015Q2,srv0029__L1,0.20523
2015Q2,srv0125__L2,1.72724
2015Q2,srv0262__L0,0.73797
2015Q2,srv0324__L1,0.47699
2015Q2,prd0431__L1,0.80892
2015Q2,srv0102__L1,1.3526
2015Q2,srv0062__L1,0.25017
2015Q2,msc0568__L2,0.1238
2015Q2,trd0464__L2,0.10578
2015Q2,srv0320__L1,0.05635
2015Q2,trd0483__L2,0.8818
2015Q2,srv0322__L0,0.3289
2015Q2,trn0393__L0,1.0863
2015Q2,srv0304__L1,0.43681
2015Q2,msc0574__L2,0.02276
2015Q2,trd0479__L0,0.90525
2015Q2,srv0319__L2,0.75656
2015Q2,srv0113__L1,0.30739
2015Q2,srv0108__L1,0.11283
2015Q2,cmd0522__L0,0.03536
2015Q2,prd0426__L2,0.42038
2015Q2,srv0133__L0,1.32277
2015Q2,srv0046__L2,0.73087
2015Q2,prd0419__L0,0.28414
2015Q2,srv0186__L1,0.1545
2015Q2,srv0074__L0,0.20927
2015Q2,prc0511__L0,0.30705
2015Q2,trd0476__L2,0.39473
2015Q2,glb0557__L1,0.18777
2015Q2,ord0366__L2,2.43659
2015Q2,srv0028__L2,0.34431
2015Q2,prd0443__L2,1.57349
2015Q2,srv0198__L2,0.29772
2015Q2,srv0103__L1,0.13292
2015Q2,ord0347__L2,0.00567
2015Q2,msc0579__L1,0.57944
2015Q2,srv0162__L0,0.92617
2015Q2,srv0335__L2,0.5596
2015Q2,msc0585__L2,0.24878
2015Q2,srv0248__L1,2.33417
2015Q2,trn0376__L2,0.97581
2015Q2,ord0362__L0,1.27279
2015Q2,srv0337__L2,1.1668
2015Q2,srv0316__L1,1.78156
2015Q2,msc0582__L0,0.40257
2015Q2,ord0356__L2,0.11176
2015Q2,srv0054__L1,0.9005
2015Q2,srv0210__L2,0.34489
2015Q2,srv0176__L1,0.06136
2015Q2,prd0413__L2,0.13761
2015Q2,srv0252__L0,0.0525
2015Q2,srv0135__L2,0.01077
2015Q2,srv0082__L2,1.37093
2015Q2,srv0112__L1,0.24252
2015Q2,con0446__L1,0.29494
2015Q2,srv0128__L0,1.39418
2015Q2,srv0154__L0,0.89578
2015Q2,fin0534__L2,0.25291
2015Q2,trn0379__L1,1.04233
2015Q3,glb0560__L0,0.66564
2015Q3,srv0305__L1,1.37734
2015Q3,srv0252__L1,0.11382
2015Q3,srv0011__L0,0.10611
2015Q3,msc0583__L1,0.24106
2015Q3,srv0108__L2,0.59907
2015Q3,trd0478__L1,0.15071
2015Q3,srv0337__L2,0.16948
2015Q3,srv0112__L0,1.04812
2015Q3,srv0058__L0,0.55005
2015Q3,trd0472__L2,1.22709
2015Q3,trd0479__L2,0.34355
2015Q3,con0446__L0,0.16019
2015Q3,srv0281__L1,0.63476
2015Q3,srv0132__L0,0.28024
2015Q3,srv0154__L1,0.1787
2015Q3,srv0248__L1,0.01928
2015Q3,srv0319__L2,0.10385
2015Q3,srv0028__L0,0.30896
2015Q3,msc0574__L2,0.22727
2015Q3,cmd0528__L2,0.53993
2015Q3,srv0207__L1,0.08148
2015Q3,srv0125__L0,0.73631
2015Q3,ord0355__L0,0.09054
2015Q3,srv0138__L2,0.75681
2015Q3,srv0176__L2,0.77241
2015Q3,trd0490__L2,0.00149
2015Q3,prd0426__L0,0.69747
2015Q3,srv0156__L0,0.28277
2015Q3,trn0385__L2,0.13491
2015Q3,prc0511__L1,0.58477
2015Q3,srv0195__L2,0.26067
2015Q3,srv0202__L2,0.85429
2015Q3,prd0438__L2,0.02684
2015Q3,srv0103__L1,0.04422
2015Q3,srv0113__L0,0.03929
2015Q3,srv0128__L2,0.06297
2015Q3,srv0049__L0,0.87359
2015Q3,srv0171__L0,0.76335
2015Q3,srv0059__L2,0.03368
2015Q3,srv0135__L2,0.29604
2015Q3,srv0104__L0,0.847
2015Q3,srv0092__L2,0.44796
2015Q3,prd0443__L0,1.9094
2015Q3,srv0324__L1,0.35787
2015Q3,srv0204__L2,0.2492
2015Q3,srv0316__L1,0.38091
2015Q3,trd0483__L0,0.33395
2015Q3,srv0210__L2,0.89529
2015Q3,srv0117__L1,0.56666
2015Q3,srv0295__L0,0.28272
2015Q3,cmd0515__L1,1.36362
2015Q3,srv0187__L1,0.00739
2015Q3,srv0041__L0,0.13688
2015Q3,prd0435__L2,0.50009
2015Q3,con0453__L0,0.59729
2015Q3,srv0332__L1,0.58641
2015Q3,prd0419__L2,0.31734
2015Q3,srv0081__L2,0.21568
2015Q3,prd0408__L1,0.18809
2015Q4,trd0471__L2,0.9084
2015Q4,ord0353__L2,0.6966
2015Q4,srv0104__L2,0.23707
2015Q4,msc0582__L2,0.87659
2015Q4,srv0295__L2,0.0122
2015Q4,srv0127__L0,0.43045
2015Q4,srv0046__L0,0.32025
2015Q4,srv0210__L0,0.67521
2015Q4,prd0426__L1,0.01505
2015Q4,srv0103__L1,0.80961
2015Q4,glb0557__L1,0.65797
2015Q4,srv0156__L1,0.22212
2015Q4,trn0385__L0,0.31839
2015Q4,srv0028__L0,0.60934
2015Q4,trd0478__L1,1.17634
2015Q4,prd0435__L0,0.40827
2015Q4,srv0131__L2,0.04599
2015Q4,srv0324__L2,0.59096
2015Q4,srv0186__L2,0.02912
2015Q4,srv0319__L0,1.72097
2015Q4,trd0483__L1,0.32011
2015Q4,srv0304__L2,0.25386
2015Q4,srv0335__L2,0.11006
2015Q4,srv0187__L0,0.19286
2015Q4,srv0189__L0,0.16485
2015Q4,srv0202__L0,0.04241
2015Q4,srv0176__L1,0.02074
2015Q4,prd0431__L0,0.43596
2015Q4,trd0476__L2,0.11988
2015Q4,srv0011__L0,0.07184
2015Q4,srv0108__L1,0.4534
2015Q4,srv0160__L0,0.23618
2015Q4,srv0062__L0,0.9649
2015Q4,srv0262__L1,0.17619
2015Q4,srv0281__L1,0.89119
2015Q4,srv0082__L1,0.42776
2015Q4,srv0074__L0,0.24784
2015Q4,srv0332__L2,2.38995
2015Q4,trn0376__L0,0.05489
2015Q4,prd0408__L1,0.19932
2015Q4,srv0143__L1,0.33308
2015Q4,srv0171__L1,0.27677
2015Q4,srv0138__L0,1.09587
2015Q4,srv0029__L2,0.20965
2015Q4,cmd0517__L1,0.17564
2015Q4,srv0058__L0,0.78123
2015Q4,cmd0522__L1,0.19131
2015Q4,srv0162__L2,0.16794
2015Q4,ord0366__L1,0.47335
2015Q4,srv0252__L1,0.32548
2015Q4,trd0490__L1,0.00487
2015Q4,srv0135__L2,0.21362
2015Q4,srv0154__L0,0.20761
2015Q4,msc0579__L1,0.05694
2015Q4,srv0204__L2,0.15882
2015Q4,prd0419__L1,0.40829
2015Q4,srv0068__L0,0.26384
2015Q4,ord0347__L0,1.04558
2015Q4,fin0534__L0,0.01246
2015Q4,srv0081__L0,0.06963
2016Q1,trn0379__L2,1.55399
2016Q1,msc0583__L1,0.20994
2016Q1,trd0479__L0,0.0457
2016Q1,cmd0517__L2,0.95634
2016Q1,srv0154__L2,0.54417
2016Q1,srv0125__L0,0.05803
2016Q1,srv0062__L2,0.21693
2016Q1,trd0489__L1,0.61171
2016Q1,prd0435__L2,0.17318
2016Q1,cmd0528__L1,1.1361
2016Q1,trd0476__L0,0.05554
2016Q1,srv0102__L1,0.00651
2016Q1,prd0408__L1,0.51046
2016Q1,srv0335__L0,0.32275
2016Q1,srv0080__L1,1.64888
2016Q1,srv0122__L2,0.21283
2016Q1,srv0068__L0,0.39805
2016Q1,srv0058__L0,0.86385
2016Q1,srv0171__L0,1.46607
2016Q1,srv0113__L0,0.25059
2016Q1,trd0464__L0,0.34535
2016Q1,trn0385__L2,0.37718
2016Q1,srv0332__L2,0.13323
2016Q1,srv0156__L2,0.05304
2016Q1,srv0304__L0,1.50604
2016Q1,srv0130__L2,1.72426
2016Q1,msc0579__L1,0.32919
2016Q1,srv0322__L2,0.82134
2016Q1,srv0319__L0,0.32577
2016Q1,srv0295__L0,0.02674
2016Q1,msc0585__L2,0.14159
2016Q1,prd0419__L2,2.39817
2016Q1,srv0236__L1,0.40868
2016Q1,ord0356__L1,0.23223
2016Q1,srv0074__L1,0.1143
2016Q1,srv0017__L0,0.23201
2016Q1,srv0176__L1,1.67522
2016Q1,srv0059__L0,0.08846
2016Q1,srv0212__L1,0.5738
2016Q1,prd0443__L2,0.0258
2016Q1,srv0092__L2,0.10535
2016Q1,ord0347__L2,0.83362
2016Q1,srv0189__L2,0.38491
2016Q1,cmd0521__L2,0.2311
2016Q1,srv0324__L2,0.34315
2016Q1,srv0162__L1,1.80696
2016Q1,ord0358__L2,0.57372
2016Q1,srv0252__L1,0.31663
2016Q1,srv0049__L0,0.00019
2016Q1,srv0262__L2,0.49085
2016Q1,srv0082__L2,0.00833
2016Q1,srv0054__L1,1.214
2016Q1,srv0029__L0,0.0237
2016Q1,srv0143__L1,1.09083
2016Q1,srv0103__L2,0.00914
2016Q1,srv0202__L2,1.49189
2016Q1,srv0207__L2,1.05992
2016Q1,ord0362__L2,0.15432
2016Q1,trd0471__L2,0.69448
2016Q1,trn0376__L2,0.54551
2016Q2,srv0112__L1,0.26486
2016Q2,srv0132__L2,0.04271
2016Q2,srv0319__L1,0.53279
2016Q2,srv0171__L1,0.02799
2016Q2,trd0489__L2,0.0626
2016Q2,prd0413__L0,0.07692
2016Q2,srv0108__L2,0.06957
2016Q2,srv0337__L0,0.87116
2016Q2,srv0068__L0,1.21162
2016Q2,msc0585__L0,0.32563
2016Q2,srv0117__L1,1.42044
2016Q2,srv0049__L1,0.1537
2016Q2,srv0074__L2,0.94259
2016Q2,srv0028__L2,0.20525
2016Q2,prc0511__L2,0.07906
2016Q2,srv0198__L0,0.4517
2016Q2,srv0212__L1,0.42989
2016Q2,trd0490__L0,0.66096
2016Q2,con0446__L1,0.19269
2016Q2,srv0143__L0,0.21803
2016Q2,srv0011__L0,0.01001
2016Q2,srv0187__L0,0.00626
2016Q2,trd0467__L0,1.58031
2016Q2,srv0092__L1,2.34971
2016Q2,srv0135__L2,0.5801
2016Q2,msc0583__L0,0.80278
2016Q2,cmd0522__L0,0.72679
2016Q2,con0453__L0,0.6532
2016Q2,msc0582__L1,1.39633
2016Q2,srv0262__L2,0.86853
2016Q2,srv0195__L1,0.33432
2016Q2,srv0046__L1,0.37915
2016Q2,prd0408__L1,0.2411
2016Q2,trd0471__L0,0.27086
2016Q2,cmd0521__L1,1.11434
2016Q2,srv0176__L1,1.99266
2016Q2,srv0122__L2,0.03754
2016Q2,ord0356__L0,0.09567
2016Q2,srv0210__L1,0.4877
2016Q2,srv0113__L2,0.12198
2016Q2,srv0252__L1,1.3469
2016Q2,trn0379__L0,0.29323
2016Q2,srv0292__L2,0.53725
2016Q2,srv0041__L2,0.3441
2016Q2,srv0058__L2,2.15754
2016Q2,srv0059__L2,0.4339
2016Q2,srv0154__L2,0.15748
2016Q2,prd0431__L1,1.88687
2016Q2,srv0322__L1,0.27439
2016Q2,srv0295__L2,0.86148
2016Q2,srv0103__L2,0.31263
2016Q2,srv0305__L0,0.05785
2016Q2,srv0248__L2,0.86451
2016Q2,srv0156__L1,0.06245
2016Q2,srv0335__L1,0.38247
2016Q2,prd0433__L2,0.32361
2016Q2,trd0476__L2,0.11774
2016Q2,srv0160__L1,0.40161
2016Q2,srv0130__L0,0.42955
2016Q2,srv0332__L2,0.60756
2016Q3,srv0158__L1,0.42319
2016Q3,prd0408__L0,0.08217
2016Q3,ord0358__L2,0.50595
2016Q3,srv0108__L1,0.89169
2016Q3,srv0160__L0,0.85954
2016Q3,trn0376__L1,0.87958
2016Q3,srv0074__L0,0.09622
2016Q3,prd0431__L0,0.11275
2016Q3,srv0319__L2,2.27269
2016Q3,prd0419__L1,0.0789
2016Q3,ord0347__L1,1.14595
2016Q3,prd0438__L0,0.18264
2016Q3,srv0207__L1,0.07937
2016Q3,srv0195__L1,0.74293
2016Q3,prd0413__L2,0.24229
2016Q3,srv0112__L1,0.1787
2016Q3,msc0574__L0,0.90083
2016Q3,cmd0522__L2,0.37541
2016Q3,prd0443__L1,0.35073
2016Q3,srv0305__L2,0.2283
2016Q3,srv0102__L0,0.3573
2016Q3,trd0464__L2,0.39161
2016Q3,srv0295__L1,0.57132
2016Q3,prd0433__L1,0.10068
2016Q3,ord0340__L2,0.05291
2016Q3,glb0557__L0,0.41793
2016Q3,srv0162__L0,0.15469
2016Q3,srv0204__L0,0.15268
2016Q3,srv0143__L0,0.77013
2016Q3,srv0138__L0,1.00353
2016Q3,cmd0528__L1,0.13822
2016Q3,srv0068__L0,0.50815
2016Q3,srv0015__L2,0.13839
2016Q3,srv0262__L0,0.44301
2016Q3,srv0046__L2,0.47149
2016Q3,msc0583__L0,0.10081
2016Q3,srv0082__L0,0.5973
2016Q3,trd0489__L1,0.21733
2016Q3,srv0156__L2,1.35833
2016Q3,srv0062__L2,0.84135
2016Q3,ord0355__L0,0.20978
2016Q3,srv0186__L2,0.40563
2016Q3,srv0187__L2,0.19335
2016Q3,srv0044__L2,0.01627
2016Q3,srv0080__L0,0.113
2016Q3,cmd0521__L0,1.01801
2016Q3,srv0133__L1,0.09429
2016Q3,msc0568__L2,0.08925
2016Q3,srv0171__L1,0.2153
2016Q3,srv0081__L0,1.36462
2016Q3,prd0426__L1,0.34853
2016Q3,trd0472__L2,0.58182
2016Q3,trn0393__L2,0.19965
2016Q3,ord0362__L1,0.08171
2016Q3,srv0316__L1,0.01297
2016Q3,srv0130__L2,0.36066
2016Q3,msc0582__L1,0.1464
2016Q3,ord0356__L0,0.18403
2016Q3,srv0092__L2,0.26789
2016Q3,srv0202__L1,1.40548
2016Q4,srv0041__L1,0.63546
2016Q4,srv0158__L2,0.87122
2016Q4,srv0029__L0,0.66443
2016Q4,trd0471__L1,0.44239
2016Q4,srv0028__L2,1.22583
2016Q4,trn0385__L1,0.37475
2016Q4,srv0128__L2,0.64303
2016Q4,srv0154__L0,0.26441
2016Q4,cmd0528__L1,0.07911
2016Q4,srv0171__L2,0.19887
2016Q4,srv0082__L1,0.08723
2016Q4,trd0472__L0,0.9472
2016Q4,fin0534__L0,0.22557
2016Q4,trd0467__L1,0.51521
2016Q4,cmd0517__L0,0.37118
2016Q4,cmd0522__L0,0.11807
2016Q4,srv0198__L2,0.09482
2016Q4,srv0156__L1,2.63893
2016Q4,ord0347__L0,0.26498
2016Q4,srv0102__L0,0.77326
2016Q4,trd0464__L2,0.10313
2016Q4,srv0133__L1,0.35412
2016Q4,srv0131__L0,0.94324
2016Q4,ord0340__L0,0.10109
2016Q4,srv0189__L2,0.68837
2016Q4,srv0160__L0,0.16854
2016Q4,srv0092__L2,0.43834
2016Q4,srv0292__L0,0.11453
2016Q4,prd0426__L2,0.20923
2016Q4,srv0108__L2,0.05102
2016Q4,cmd0515__L1,0.45973
2016Q4,trd0478__L2,0.25663
2016Q4,srv0081__L1,0.51808
2016Q4,srv0011__L2,0.9689
2016Q4,srv0135__L2,0.2895
2016Q4,srv0207__L0,0.10601
2016Q4,srv0210__L0,0.04215
2016Q4,srv0316__L0,0.66515
2016Q4,con0453__L2,0.11262
2016Q4,cmd0521__L1,0.00277
2016Q4,srv0335__L0,0.35871
2016Q4,msc0579__L0,0.40176
2016Q4,srv0059__L0,2.57341
2016Q4,srv0295__L1,0.18616
2016Q4,srv0138__L1,0.0109
2016Q4,ord0358__L1,0.28473
2016Q4,srv0262__L1,0.03527
2016Q4,srv0162__L1,0.02501
2016Q4,srv0252__L1,1.18961
2016Q4,ord0355__L0,0.34163
2016Q4,prd0413__L1,0.13505
2016Q4,msc0585__L2,0.58499
2016Q4,srv0204__L0,0.45417
2016Q4,prd0419__L0,0.11782
2016Q4,glb0557__L2,0.62322
2016Q4,srv0017__L2,0.36836
2016Q4,srv0132__L0,0.01325
2016Q4,srv0062__L0,0.38674
2016Q4,srv0320__L0,0.09952
2016Q4,prd0438__L0,0.11917
2017Q1,srv0210__L0,0.38477
2017Q1,srv0054__L1,0.17515
2017Q1,srv0062__L0,0.02024
2017Q1,glb0560__L1,0.29566
2017Q1,trd0471__L1,2.04069
2017Q1,srv0295__L2,0.71073
2017Q1,srv0128__L1,0.39505
2017Q1,con0446__L1,1.11048
2017Q1,prd0433__L2,0.36742
2017Q1,srv0320__L0,0.04885
2017Q1,srv0187__L0,0.9098
2017Q1,srv0104__L0,0.59668
2017Q1,msc0579__L2,0.43692
2017Q1,prd0443__L1,0.34033
2017Q1,msc0585__L0,0.02857
2017Q1,srv0292__L1,0.92985
2017Q1,trd0476__L1,0.03446
2017Q1,ord0340__L2,1.83239
2017Q1,srv0029__L2,0.5114
2017Q1,msc0582__L2,0.05246
2017Q1,srv0143__L1,0.19758
2017Q1,msc0568__L2,0.84977
2017Q1,ord0353__L1,1.83762
2017Q1,srv0082__L2,1.26693
2017Q1,srv0335__L0,0.5829
2017Q1,srv0158__L2,0.08197
2017Q1,srv0117__L2,0.14458
2017Q1,srv0081__L1,0.13152
2017Q1,srv0122__L2,0.61924
