record_type,quarter,date,origin,n_indicators,factor,category,share,rank,id,name,loading,abs_loading
category,2017Q3,2017-09-30,2017-11,22,1,Surveys,0.0904,,,,,
category,2017Q3,2017-09-30,2017-11,34,1,Trade,0.0225,,,,,
category,2017Q3,2017-09-30,2017-11,24,1,Global,0.0371,,,,,
category,2017Q3,2017-09-30,2017-11,20,1,Misc,0.1516,,,,,
category,2017Q3,2017-09-30,2017-11,31,2,Production,0.0622,,,,,
category,2017Q3,2017-09-30,2017-11,53,2,Turnover,0.3449,,,,,
category,2017Q3,2017-09-30,2017-11,49,2,Orders,0.1797,,,,,
category,2017Q3,2017-09-30,2017-11,27,2,Surveys,0.1575,,,,,
category,2017Q3,2017-09-30,2017-11,41,2,Trade,0.1605,,,,,
category,2017Q3,2017-09-30,2017-11,30,2,Global,0.0556,,,,,
category,2017Q3,2017-09-30,2017-11,38,2,Misc,0.0397,,,,,
category,2017Q4,2017-12-31,2017-14,49,1,Production,0.1511,,,,,
category,2017Q4,2017-12-31,2017-14,55,1,Turnover,0.2085,,,,,
category,2017Q4,2017-12-31,2017-14,25,1,Orders,0.3156,,,,,
category,2017Q4,2017-12-31,2017-14,28,1,Surveys,0.0429,,,,,
category,2017Q4,2017-12-31,2017-14,51,1,Trade,0.0352,,,,,
category,2017Q4,2017-12-31,2017-14,20,1,Global,0.0902,,,,,
category,2017Q4,2017-12-31,2017-14,56,1,Misc,0.1565,,,,,
category,2017Q4,2017-12-31,2017-14,27,2,Production,0.137,,,,,
category,2017Q4,2017-12-31,2017-14,33,2,Turnover,0.403,,,,,
category,2017Q4,2017-12-31,2017-14,32,2,Orders,0.0402,,,,,
category,2017Q4,2017-12-31,2017-14,56,2,Surveys,0.0089,,,,,
category,2017Q4,2017-12-31,2017-14,25,2,Trade,0.2018,,,,,
category,2017Q4,2017-12-31,2017-14,48,2,Global,0.0997,,,,,
category,2017Q4,2017-12-31,2017-14,52,2,Misc,0.1095,,,,,
category,2018Q1,2018-03-31,2018-05,39,1,Production,0.0567,,,,,
category,2018Q1,2018-03-31,2018-05,49,1,Turnover,0.1279,,,,,
category,2018Q1,2018-03-31,2018-05,53,1,Orders,0.3297,,,,,
category,2018Q1,2018-03-31,2018-05,48,1,Surveys,0.3152,,,,,
category,2018Q1,2018-03-31,2018-05,44,1,Trade,0.1578,,,,,
category,2018Q1,2018-03-31,2018-05,45,1,Global,0.005,,,,,
category,2018Q1,2018-03-31,2018-05,26,1,Misc,0.0077,,,,,
category,2018Q1,2018-03-31,2018-05,39,2,Production,0.1762,,,,,
category,2018Q1,2018-03-31,2018-05,27,2,Turnover,0.3294,,,,,
category,2018Q1,2018-03-31,2018-05,36,2,Orders,0.0537,,,,,
category,2018Q1,2018-03-31,2018-05,52,2,Surveys,0.076,,,,,
category,2018Q1,2018-03-31,2018-05,26,2,Trade,0.0537,,,,,
category,2018Q1,2018-03-31,2018-05,20,2,Global,0.1397,,,,,
category,2018Q1,2018-03-31,2018-05,46,2,Misc,0.1713,,,,,
category,2018Q2,2018-06-30,2018-08,59,1,Production,0.0557,,,,,
category,2018Q2,2018-06-30,2018-08,38,1,Turnover,0.0661,,,,,
category,2018Q2,2018-06-30,2018-08,53,1,Orders,0.0632,,,,,
category,2018Q2,2018-06-30,2018-08,51,1,Surveys,0.3574,,,,,
category,2018Q2,2018-06-30,2018-08,25,1,Trade,0.0806,,,,,
category,2018Q2,2018-06-30,2018-08,52,1,Global,0.2572,,,,,
category,2018Q2,2018-06-30,2018-08,23,1,Misc,0.1198,,,,,
category,2018Q2,2018-06-30,2018-08,25,2,Production,0.147,,,,,
category,2018Q2,2018-06-30,2018-08,46,2,Turnover,0.4354,,,,,
category,2018Q2,2018-06-30,2018-08,26,2,Orders,0.0852,,,,,
category,2018Q2,2018-06-30,2018-08,43,2,Surveys,0.0149,,,,,
category,2018Q2,2018-06-30,2018-08,39,2,Trade,0.0429,,,,,
category,2018Q2,2018-06-30,2018-08,33,2,Global,0.2236,,,,,
category,2018Q2,2018-06-30,2018-08,21,2,Misc,0.051,,,,,
category,2018Q3,2018-09-30,2018-11,56,1,Production,0.3587,,,,,
category,2018Q3,2018-09-30,2018-11,32,1,Turnover,0.1364,,,,,
category,2018Q3,2018-09-30,2018-11,42,1,Orders,0.1832,,,,,
category,2018Q3,2018-09-30,2018-11,53,1,Surveys,0.0072,,,,,
category,2018Q3,2018-09-30,2018-11,20,1,Trade,0.0467,,,,,
category,2018Q3,2018-09-30,2018-11,31,1,Global,0.106,,,,,
category,2018Q3,2018-09-30,2018-11,30,1,Misc,0.1618,,,,,
category,2018Q3,2018-09-30,2018-11,28,2,Production,0.1696,,,,,
category,2018Q3,2018-09-30,2018-11,36,2,Turnover,0.3854,,,,,
category,2018Q3,2018-09-30,2018-11,31,2,Orders,0.0403,,,,,
category,2018Q3,2018-09-30,2018-11,55,2,Surveys,0.0229,,,,,
category,2018Q3,2018-09-30,2018-11,44,2,Trade,0.2026,,,,,
category,2018Q3,2018-09-30,2018-11,55,2,Global,0.158,,,,,
category,2018Q3,2018-09-30,2018-11,59,2,Misc,0.0212,,,,,
category,2018Q4,2018-12-31,2018-14,55,1,Production,0.0305,,,,,
category,2018Q4,2018-12-31,2018-14,57,1,Turnover,0.2089,,,,,
category,2018Q4,2018-12-31,2018-14,54,1,Orders,0.0799,,,,,
category,2018Q4,2018-12-31,2018-14,37,1,Surveys,0.2834,,,,,
category,2018Q4,2018-12-31,2018-14,28,1,Trade,0.053,,,,,
category,2018Q4,2018-12-31,2018-14,40,1,Global,0.0238,,,,,
category,2018Q4,2018-12-31,2018-14,34,1,Misc,0.3204,,,,,
category,2018Q4,2018-12-31,2018-14,47,2,Production,0.1215,,,,,
category,2018Q4,2018-12-31,2018-14,31,2,Turnover,0.0562,,,,,
category,2018Q4,2018-12-31,2018-14,34,2,Orders,0.2228,,,,,
category,2018Q4,2018-12-31,2018-14,26,2,Surveys,0.0979,,,,,
category,2018Q4,2018-12-31,2018-14,55,2,Trade,0.2518,,,,,
category,2018Q4,2018-12-31,2018-14,53,2,Global,0.1796,,,,,
category,2018Q4,2018-12-31,2018-14,52,2,Misc,0.0702,,,,,
category,2019Q1,2019-03-31,2019-05,40,1,Production,0.0846,,,,,
category,2019Q1,2019-03-31,2019-05,24,1,Turnover,0.3343,,,,,
category,2019Q1,2019-03-31,2019-05,55,1,Orders,0.0332,,,,,
category,2019Q1,2019-03-31,2019-05,44,1,Surveys,0.0457,,,,,
category,2019Q1,2019-03-31,2019-05,49,1,Trade,0.3246,,,,,
category,2019Q1,2019-03-31,2019-05,39,1,Global,0.0963,,,,,
category,2019Q1,2019-03-31,2019-05,58,1,Misc,0.0813,,,,,
category,2019Q1,2019-03-31,2019-05,51,2,Production,0.0851,,,,,
category,2019Q1,2019-03-31,2019-05,51,2,Turnover,0.0049,,,,,
category,2019Q1,2019-03-31,2019-05,47,2,Orders,0.0128,,,,,
category,2019Q1,2019-03-31,2019-05,58,2,Surveys,0.277,,,,,
category,2019Q1,2019-03-31,2019-05,55,2,Trade,0.1424,,,,,
category,2019Q1,2019-03-31,2019-05,24,2,Global,0.3268,,,,,
category,2019Q1,2019-03-31,2019-05,43,2,Misc,0.151,,,,,
category,2019Q2,2019-06-30,2019-08,28,1,Production,0.056,,,,,
category,2019Q2,2019-06-30,2019-08,48,1,Turnover,0.0583,,,,,
category,2019Q2,2019-06-30,2019-08,46,1,Orders,0.008,,,,,
category,2019Q2,2019-06-30,2019-08,29,1,Surveys,0.0919,,,,,
category,2019Q2,2019-06-30,2019-08,42,1,Trade,0.3464,,,,,
category,2019Q2,2019-06-30,2019-08,34,1,Global,0.3297,,,,,
category,2019Q2,2019-06-30,2019-08,22,1,Misc,0.1097,,,,,
category,2019Q2,2019-06-30,2019-08,52,2,Production,0.0131,,,,,
category,2019Q2,2019-06-30,2019-08,35,2,Turnover,0.0559,,,,,
category,2019Q2,2019-06-30,2019-08,24,2,Orders,0.5388,,,,,
category,2019Q2,2019-06-30,2019-08,32,2,Surveys,0.0044,,,,,
category,2019Q2,2019-06-30,2019-08,43,2,Trade,0.1458,,,,,
category,2019Q2,2019-06-30,2019-08,49,2,Global,0.116,,,,,
category,2019Q2,2019-06-30,2019-08,52,2,Misc,0.126,,,,,
category,2019Q3,2019-09-30,2019-11,38,1,Production,0.2396,,,,,
category,2019Q3,2019-09-30,2019-11,49,1,Turnover,0.075,,,,,
category,2019Q3,2019-09-30,2019-11,29,1,Orders,0.2215,,,,,
category,2019Q3,2019-09-30,2019-11,23,1,Surveys,0.2771,,,,,
category,2019Q3,2019-09-30,2019-11,56,1,Trade,0.138,,,,,
category,2019Q3,2019-09-30,2019-11,55,1,Global,0.0051,,,,,
category,2019Q3,2019-09-30,2019-11,24,1,Misc,0.0437,,,,,
category,2019Q3,2019-09-30,2019-11,50,2,Production,0.1294,,,,,
category,2019Q3,2019-09-30,2019-11,56,2,Turnover,0.1199,,,,,
category,2019Q3,2019-09-30,2019-11,43,2,Orders,0.0115,,,,,
category,2019Q3,2019-09-30,2019-11,28,2,Surveys,0.473,,,,,
category,2019Q3,2019-09-30,2019-11,56,2,Trade,0.1429,,,,,
category,2019Q3,2019-09-30,2019-11,51,2,Global,0.0353,,,,,
category,2019Q3,2019-09-30,2019-11,56,2,Misc,0.0881,,,,,
category,2019Q4,2019-12-31,2019-14,51,1,Production,0.0821,,,,,
category,2019Q4,2019-12-31,2019-14,26,1,Turnover,0.1401,,,,,
category,2019Q4,2019-12-31,2019-14,32,1,Orders,0.1432,,,,,
category,2019Q4,2019-12-31,2019-14,52,1,Surveys,0.2201,,,,,
category,2019Q4,2019-12-31,2019-14,58,1,Trade,0.0597,,,,,
category,2019Q4,2019-12-31,2019-14,37,1,Global,0.1158,,,,,
category,2019Q4,2019-12-31,2019-14,22,1,Misc,0.2391,,,,,
category,2019Q4,2019-12-31,2019-14,53,2,Production,0.1341,,,,,
category,2019Q4,2019-12-31,2019-14,39,2,Turnover,0.1385,,,,,
category,2019Q4,2019-12-31,2019-14,45,2,Orders,0.0163,,,,,
category,2019Q4,2019-12-31,2019-14,59,2,Surveys,0.0253,,,,,
category,2019Q4,2019-12-31,2019-14,45,2,Trade,0.1288,,,,,
category,2019Q4,2019-12-31,2019-14,29,2,Global,0.3021,,,,,
category,2019Q4,2019-12-31,2019-14,30,2,Misc,0.2551,,,,,
category,2020Q1,2020-03-31,2020-05,57,1,Production,0.0196,,,,,
category,2020Q1,2020-03-31,2020-05,56,1,Turnover,0.0337,,,,,
category,2020Q1,2020-03-31,2020-05,49,1,Orders,0.0672,,,,,
category,2020Q1,2020-03-31,2020-05,58,1,Surveys,0.087,,,,,
category,2020Q1,2020-03-31,2020-05,20,1,Trade,0.4293,,,,,
category,2020Q1,2020-03-31,2020-05,45,1,Global,0.0311,,,,,
category,2020Q1,2020-03-31,2020-05,24,1,Misc,0.3321,,,,,
category,2020Q1,2020-03-31,2020-05,56,2,Production,0.0671,,,,,
category,2020Q1,2020-03-31,2020-05,44,2,Turnover,0.0843,,,,,
category,2020Q1,2020-03-31,2020-05,54,2,Orders,0.1136,,,,,
category,2020Q1,2020-03-31,2020-05,23,2,Surveys,0.0651,,,,,
category,2020Q1,2020-03-31,2020-05,59,2,Trade,0.3341,,,,,
category,2020Q1,2020-03-31,2020-05,55,2,Global,0.303,,,,,
category,2020Q1,2020-03-31,2020-05,41,2,Misc,0.0328,,,,,
category,2020Q2,2020-06-30,2020-08,39,1,Production,0.1571,,,,,
category,2020Q2,2020-06-30,2020-08,55,1,Turnover,0.3207,,,,,
category,2020Q2,2020-06-30,2020-08,31,1,Orders,0.0828,,,,,
category,2020Q2,2020-06-30,2020-08,42,1,Surveys,0.1643,,,,,
category,2020Q2,2020-06-30,2020-08,20,1,Trade,0.0574,,,,,
category,2020Q2,2020-06-30,2020-08,40,1,Global,0.1748,,,,,
category,2020Q2,2020-06-30,2020-08,40,1,Misc,0.043,,,,,
category,2020Q2,2020-06-30,2020-08,41,2,Production,0.0246,,,,,
category,2020Q2,2020-06-30,2020-08,31,2,Turnover,0.0287,,,,,
category,2020Q2,2020-06-30,2020-08,44,2,Orders,0.1423,,,,,
category,2020Q2,2020-06-30,2020-08,49,2,Surveys,0.0412,,,,,
category,2020Q2,2020-06-30,2020-08,51,2,Trade,0.3691,,,,,
category,2020Q2,2020-06-30,2020-08,30,2,Global,0.3451,,,,,
category,2020Q2,2020-06-30,2020-08,25,2,Misc,0.049,,,,,
category,2020Q3,2020-09-30,2020-11,39,1,Production,0.2243,,,,,
category,2020Q3,2020-09-30,2020-11,26,1,Turnover,0.1432,,,,,
category,2020Q3,2020-09-30,2020-11,41,1,Orders,0.2057,,,,,
category,2020Q3,2020-09-30,2020-11,59,1,Surveys,0.0801,,,,,
category,2020Q3,2020-09-30,2020-11,27,1,Trade,0.0497,,,,,
category,2020Q3,2020-09-30,2020-11,53,1,Global,0.1535,,,,,
category,2020Q3,2020-09-30,2020-11,43,1,Misc,0.1434,,,,,
category,2020Q3,2020-09-30,2020-11,26,2,Production,0.3416,,,,,
category,2020Q3,2020-09-30,2020-11,21,2,Turnover,0.0474,,,,,
category,2020Q3,2020-09-30,2020-11,28,2,Orders,0.1457,,,,,
category,2020Q3,2020-09-30,2020-11,49,2,Surveys,0.2445,,,,,
category,2020Q3,2020-09-30,2020-11,25,2,Trade,0.1201,,,,,
category,2020Q3,2020-09-30,2020-11,25,2,Global,0.0634,,,,,
category,2020Q3,2020-09-30,2020-11,29,2,Misc,0.0372,,,,,
category,2020Q4,2020-12-31,2020-14,49,1,Production,0.0819,,,,,
category,2020Q4,2020-12-31,2020-14,57,1,Turnover,0.0213,,,,,
category,2020Q4,2020-12-31,2020-14,28,1,Orders,0.1966,,,,,
category,2020Q4,2020-12-31,2020-14,36,1,Surveys,0.0713,,,,,
category,2020Q4,2020-12-31,2020-14,23,1,Trade,0.0922,,,,,
category,2020Q4,2020-12-31,2020-14,38,1,Global,0.3301,,,,,
category,2020Q4,2020-12-31,2020-14,56,1,Misc,0.2065,,,,,
category,2020Q4,2020-12-31,2020-14,56,2,Production,0.3531,,,,,
category,2020Q4,2020-12-31,2020-14,27,2,Turnover,0.2,,,,,
category,2020Q4,2020-12-31,2020-14,26,2,Orders,0.1155,,,,,
category,2020Q4,2020-12-31,2020-14,50,2,Surveys,0.1727,,,,,
category,2020Q4,2020-12-31,2020-14,53,2,Trade,0.0173,,,,,
category,2020Q4,2020-12-31,2020-14,57,2,Global,0.0302,,,,,
category,2020Q4,2020-12-31,2020-14,59,2,Misc,0.1112,,,,,
category,2021Q1,2021-03-31,2021-05,58,1,Production,0.1522,,,,,
category,2021Q1,2021-03-31,2021-05,49,1,Turnover,0.0045,,,,,
category,2021Q1,2021-03-31,2021-05,47,1,Orders,0.4392,,,,,
category,2021Q1,2021-03-31,2021-05,41,1,Surveys,0.1392,,,,,
category,2021Q1,2021-03-31,2021-05,58,1,Trade,0.0998,,,,,
category,2021Q1,2021-03-31,2021-05,47,1,Global,0.0465,,,,,
category,2021Q1,2021-03-31,2021-05,44,1,Misc,0.1186,,,,,
category,2021Q1,2021-03-31,2021-05,22,2,Production,0.0532,,,,,
category,2021Q1,2021-03-31,2021-05,46,2,Turnover,0.2146,,,,,
category,2021Q1,2021-03-31,2021-05,39,2,Orders,0.4716,,,,,
category,2021Q1,2021-03-31,2021-05,38,2,Surveys,0.0888,,,,,
category,2021Q1,2021-03-31,2021-05,37,2,Trade,0.0262,,,,,
category,2021Q1,2021-03-31,2021-05,48,2,Global,0.0168,,,,,
category,2021Q1,2021-03-31,2021-05,30,2,Misc,0.1288,,,,,
category,2021Q2,2021-06-30,2021-08,40,1,Production,0.1095,,,,,
category,2021Q2,2021-06-30,2021-08,45,1,Turnover,0.035,,,,,
category,2021Q2,2021-06-30,2021-08,20,1,Orders,0.1457,,,,,
category,2021Q2,2021-06-30,2021-08,41,1,Surveys,0.4996,,,,,
category,2021Q2,2021-06-30,2021-08,43,1,Trade,0.0447,,,,,
category,2021Q2,2021-06-30,2021-08,57,1,Global,0.1198,,,,,
category,2021Q2,2021-06-30,2021-08,55,1,Misc,0.0457,,,,,
category,2021Q2,2021-06-30,2021-08,58,2,Production,0.1143,,,,,
category,2021Q2,2021-06-30,2021-08,40,2,Turnover,0.179,,,,,
category,2021Q2,2021-06-30,2021-08,25,2,Orders,0.0237,,,,,
category,2021Q2,2021-06-30,2021-08,33,2,Surveys,0.0908,,,,,
category,2021Q2,2021-06-30,2021-08,42,2,Trade,0.2766,,,,,
category,2021Q2,2021-06-30,2021-08,26,2,Global,0.1213,,,,,
category,2021Q2,2021-06-30,2021-08,56,2,Misc,0.1942,,,,,
category,2021Q3,2021-09-30,2021-11,41,1,Production,0.0249,,,,,
category,2021Q3,2021-09-30,2021-11,45,1,Turnover,0.0878,,,,,
category,2021Q3,2021-09-30,2021-11,47,1,Orders,0.2357,,,,,
category,2021Q3,2021-09-30,2021-11,29,1,Surveys,0.179,,,,,
category,2021Q3,2021-09-30,2021-11,24,1,Trade,0.1633,,,,,
category,2021Q3,2021-09-30,2021-11,32,1,Global,0.1796,,,,,
category,2021Q3,2021-09-30,2021-11,33,1,Misc,0.1297,,,,,
category,2021Q3,2021-09-30,2021-11,55,2,Production,0.0705,,,,,
category,2021Q3,2021-09-30,2021-11,36,2,Turnover,0.2661,,,,,
category,2021Q3,2021-09-30,2021-11,31,2,Orders,0.1831,,,,,
category,2021Q3,2021-09-30,2021-11,37,2,Surveys,0.0801,,,,,
category,2021Q3,2021-09-30,2021-11,50,2,Trade,0.2703,,,,,
category,2021Q3,2021-09-30,2021-11,59,2,Global,0.0157,,,,,
category,2021Q3,2021-09-30,2021-11,34,2,Misc,0.1142,,,,,
category,2021Q4,2021-12-31,2021-14,51,1,Production,0.3541,,,,,
category,2021Q4,2021-12-31,2021-14,33,1,Turnover,0.2266,,,,,
category,2021Q4,2021-12-31,2021-14,54,1,Orders,0.1421,,,,,
category,2021Q4,2021-12-31,2021-14,59,1,Surveys,0.0349,,,,,
category,2021Q4,2021-12-31,2021-14,54,1,Trade,0.0574,,,,,
category,2021Q4,2021-12-31,2021-14,57,1,Global,0.1373,,,,,
category,2021Q4,2021-12-31,2021-14,54,1,Misc,0.0475,,,,,
category,2021Q4,2021-12-31,2021-14,21,2,Production,0.0955,,,,,
category,2021Q4,2021-12-31,2021-14,28,2,Turnover,0.4373,,,,,
category,2021Q4,2021-12-31,2021-14,59,2,Orders,0.1243,,,,,
category,2021Q4,2021-12-31,2021-14,51,2,Surveys,0.0993,,,,,
category,2021Q4,2021-12-31,2021-14,52,2,Trade,0.0008,,,,,
category,2021Q4,2021-12-31,2021-14,54,2,Global,0.1489,,,,,
category,2021Q4,2021-12-31,2021-14,43,2,Misc,0.0939,,,,,
category,2022Q1,2022-03-31,2022-05,53,1,Production,0.0842,,,,,
category,2022Q1,2022-03-31,2022-05,25,1,Turnover,0.2542,,,,,
category,2022Q1,2022-03-31,2022-05,39,1,Orders,0.1399,,,,,
category,2022Q1,2022-03-31,2022-05,32,1,Surveys,0.1754,,,,,
category,2022Q1,2022-03-31,2022-05,46,1,Trade,0.1404,,,,,
category,2022Q1,2022-03-31,2022-05,20,1,Global,0.158,,,,,
category,2022Q1,2022-03-31,2022-05,33,1,Misc,0.0479,,,,,
category,2022Q1,2022-03-31,2022-05,54,2,Production,0.2616,,,,,
category,2022Q1,2022-03-31,2022-05,24,2,Turnover,0.1918,,,,,
category,2022Q1,2022-03-31,2022-05,43,2,Orders,0.1343,,,,,
category,2022Q1,2022-03-31,2022-05,57,2,Surveys,0.1302,,,,,
category,2022Q1,2022-03-31,2022-05,56,2,Trade,0.1743,,,,,
category,2022Q1,2022-03-31,2022-05,28,2,Global,0.0097,,,,,
category,2022Q1,2022-03-31,2022-05,57,2,Misc,0.0981,,,,,
category,2022Q2,2022-06-30,2022-08,30,1,Production,0.0096,,,,,
category,2022Q2,2022-06-30,2022-08,44,1,Turnover,0.0569,,,,,
category,2022Q2,2022-06-30,2022-08,37,1,Orders,0.028,,,,,
category,2022Q2,2022-06-30,2022-08,33,1,Surveys,0.1291,,,,,
category,2022Q2,2022-06-30,2022-08,56,1,Trade,0.547,,,,,
category,2022Q2,2022-06-30,2022-08,27,1,Global,0.1542,,,,,
category,2022Q2,2022-06-30,2022-08,55,1,Misc,0.0752,,,,,
category,2022Q2,2022-06-30,2022-08,38,2,Production,0.4063,,,,,
category,2022Q2,2022-06-30,2022-08,26,2,Turnover,0.4498,,,,,
category,2022Q2,2022-06-30,2022-08,35,2,Orders,0.0989,,,,,
category,2022Q2,2022-06-30,2022-08,34,2,Surveys,0.0015,,,,,
category,2022Q2,2022-06-30,2022-08,31,2,Trade,0.0264,,,,,
category,2022Q2,2022-06-30,2022-08,29,2,Global,0.0136,,,,,
category,2022Q2,2022-06-30,2022-08,36,2,Misc,0.0035,,,,,
category,2022Q3,2022-09-30,2022-11,20,1,Production,0.1591,,,,,
category,2022Q3,2022-09-30,2022-11,44,1,Turnover,0.1477,,,,,
category,2022Q3,2022-09-30,2022-11,44,1,Orders,0.0625,,,,,
category,2022Q3,2022-09-30,2022-11,43,1,Surveys,0.1691,,,,,
category,2022Q3,2022-09-30,2022-11,22,1,Trade,0.0071,,,,,
category,2022Q3,2022-09-30,2022-11,54,1,Global,0.1059,,,,,
category,2022Q3,2022-09-30,2022-11,27,1,Misc,0.3487,,,,,
category,2022Q3,2022-09-30,2022-11,31,2,Production,0.0366,,,,,
category,2022Q3,2022-09-30,2022-11,56,2,Turnover,0.4416,,,,,
category,2022Q3,2022-09-30,2022-11,30,2,Orders,0.052,,,,,
category,2022Q3,2022-09-30,2022-11,58,2,Surveys,0.123,,,,,
category,2022Q3,2022-09-30,2022-11,55,2,Trade,0.0298,,,,,
category,2022Q3,2022-09-30,2022-11,31,2,Global,0.1503,,,,,
category,2022Q3,2022-09-30,2022-11,28,2,Misc,0.1667,,,,,
category,2022Q4,2022-12-31,2022-14,55,1,Production,0.2426,,,,,
category,2022Q4,2022-12-31,2022-14,37,1,Turnover,0.1371,,,,,
category,2022Q4,2022-12-31,2022-14,37,1,Orders,0.097,,,,,
category,2022Q4,2022-12-31,2022-14,22,1,Surveys,0.0162,,,,,
category,2022Q4,2022-12-31,2022-14,44,1,Trade,0.0665,,,,,
category,2022Q4,2022-12-31,2022-14,33,1,Global,0.0584,,,,,
category,2022Q4,2022-12-31,2022-14,41,1,Misc,0.3822,,,,,
category,2022Q4,2022-12-31,2022-14,31,2,Production,0.0464,,,,,
category,2022Q4,2022-12-31,2022-14,24,2,Turnover,0.3414,,,,,
category,2022Q4,2022-12-31,2022-14,42,2,Orders,0.255,,,,,
category,2022Q4,2022-12-31,2022-14,47,2,Surveys,0.1683,,,,,
category,2022Q4,2022-12-31,2022-14,49,2,Trade,0.0601,,,,,
category,2022Q4,2022-12-31,2022-14,27,2,Global,0.0322,,,,,
category,2022Q4,2022-12-31,2022-14,45,2,Misc,0.0967,,,,,
category,2023Q1,2023-03-31,2023-05,37,1,Production,0.0551,,,,,
category,2023Q1,2023-03-31,2023-05,46,1,Turnover,0.0541,,,,,
category,2023Q1,2023-03-31,2023-05,27,1,Orders,0.2339,,,,,
category,2023Q1,2023-03-31,2023-05,56,1,Surveys,0.048,,,,,
category,2023Q1,2023-03-31,2023-05,59,1,Trade,0.3781,,,,,
category,2023Q1,2023-03-31,2023-05,36,1,Global,0.1714,,,,,
category,2023Q1,2023-03-31,2023-05,21,1,Misc,0.0594,,,,,
category,2023Q1,2023-03-31,2023-05,50,2,Production,0.2882,,,,,
category,2023Q1,2023-03-31,2023-05,38,2,Turnover,0.044,,,,,
category,2023Q1,2023-03-31,2023-05,58,2,Orders,0.1355,,,,,
category,2023Q1,2023-03-31,2023-05,58,2,Surveys,0.2033,,,,,
category,2023Q1,2023-03-31,2023-05,50,2,Trade,0.1673,,,,,
category,2023Q1,2023-03-31,2023-05,37,2,Global,0.1244,,,,,
category,2023Q1,2023-03-31,2023-05,49,2,Misc,0.0373,,,,,
category,2023Q2,2023-06-30,2023-08,53,1,Production,0.3281,,,,,
category,2023Q2,2023-06-30,2023-08,56,1,Turnover,0.2055,,,,,
category,2023Q2,2023-06-30,2023-08,25,1,Orders,0.0154,,,,,
category,2023Q2,2023-06-30,2023-08,22,1,Surveys,0.0478,,,,,
category,2023Q2,2023-06-30,2023-08,35,1,Trade,0.0328,,,,,
category,2023Q2,2023-06-30,2023-08,33,1,Global,0.2499,,,,,
category,2023Q2,2023-06-30,2023-08,51,1,Misc,0.1205,,,,,
category,2023Q2,2023-06-30,2023-08,34,2,Production,0.1221,,,,,
category,2023Q2,2023-06-30,2023-08,37,2,Turnover,0.2886,,,,,
category,2023Q2,2023-06-30,2023-08,35,2,Orders,0.1287,,,,,
category,2023Q2,2023-06-30,2023-08,22,2,Surveys,0.0362,,,,,
category,2023Q2,2023-06-30,2023-08,24,2,Trade,0.1201,,,,,
category,2023Q2,2023-06-30,2023-08,37,2,Global,0.0767,,,,,
category,2023Q2,2023-06-30,2023-08,23,2,Misc,0.2276,,,,,
category,2023Q3,2023-09-30,2023-11,57,1,Production,0.0109,,,,,
category,2023Q3,2023-09-30,2023-11,55,1,Turnover,0.3175,,,,,
category,2023Q3,2023-09-30,2023-11,28,1,Orders,0.1465,,,,,
category,2023Q3,2023-09-30,2023-11,49,1,Surveys,0.4352,,,,,
category,2023Q3,2023-09-30,2023-11,52,1,Trade,0.0514,,,,,
category,2023Q3,2023-09-30,2023-11,58,1,Global,0.0135,,,,,
category,2023Q3,2023-09-30,2023-11,47,1,Misc,0.0249,,,,,
category,2023Q3,2023-09-30,2023-11,22,2,Production,0.04,,,,,
category,2023Q3,2023-09-30,2023-11,42,2,Turnover,0.0012,,,,,
category,2023Q3,2023-09-30,2023-11,48,2,Orders,0.1636,,,,,
category,2023Q3,2023-09-30,2023-11,49,2,Surveys,0.0607,,,,,
category,2023Q3,2023-09-30,2023-11,55,2,Trade,0.3564,,,,,
category,2023Q3,2023-09-30,2023-11,22,2,Global,0.3113,,,,,
category,2023Q3,2023-09-30,2023-11,30,2,Misc,0.0667,,,,,
category,2023Q4,2023-12-31,2023-14,21,1,Production,0.0069,,,,,
category,2023Q4,2023-12-31,2023-14,20,1,Turnover,0.4829,,,,,
category,2023Q4,2023-12-31,2023-14,34,1,Orders,0.1598,,,,,
category,2023Q4,2023-12-31,2023-14,26,1,Surveys,0.1846,,,,,
category,2023Q4,2023-12-31,2023-14,43,1,Trade,0.0535,,,,,
category,2023Q4,2023-12-31,2023-14,46,1,Global,0.0228,,,,,
category,2023Q4,2023-12-31,2023-14,29,1,Misc,0.0895,,,,,
category,2023Q4,2023-12-31,2023-14,27,2,Production,0.1099,,,,,
category,2023Q4,2023-12-31,2023-14,58,2,Turnover,0.0039,,,,,
category,2023Q4,2023-12-31,2023-14,33,2,Orders,0.0907,,,,,
category,2023Q4,2023-12-31,2023-14,47,2,Surveys,0.5613,,,,,
category,2023Q4,2023-12-31,2023-14,21,2,Trade,0.0226,,,,,
category,2023Q4,2023-12-31,2023-14,43,2,Global,0.1839,,,,,
category,2023Q4,2023-12-31,2023-14,43,2,Misc,0.0276,,,,,
category,2024Q1,2024-03-31,2024-05,57,1,Production,0.1367,,,,,
category,2024Q1,2024-03-31,2024-05,51,1,Turnover,0.0303,,,,,
category,2024Q1,2024-03-31,2024-05,23,1,Orders,0.3471,,,,,
category,2024Q1,2024-03-31,2024-05,32,1,Surveys,0.1849,,,,,
category,2024Q1,2024-03-31,2024-05,38,1,Trade,0.2319,,,,,
category,2024Q1,2024-03-31,2024-05,40,1,Global,0.0534,,,,,
category,2024Q1,2024-03-31,2024-05,26,1,Misc,0.0158,,,,,
